"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj"
"250",285,"Polyesters","pellet","POLYESTERS","pellet","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_W_17",17,"clear","Non-Fiber","Transparent",0,"0","0","0.044",0.3,0.235,"0","Y","SAD-DF-3-N_S0-0_W_17.SPA","Y",0.9,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",300,235,NA,108,300,204,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,180,300,240,204,3e-04,0.000235,0.000204,0.768308448697804,0.000243186667522807,998,1010,0.0120240480961924,1.19264996248468,5.7,0.00296343558062698,0.720668023271189,4.35519122322122,0.00296343558062698
"251",286,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_W_25",25,"white","Non-Fiber","White",0,"0","0","1.111",1.428,1.162,"0","Y","SAD-DF-3-N_S0-0_W_25.SPA","Y",0.7,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1428,1162,NA,14.28,1428,721.14,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,142.8,1428,785.4,721.14,0.001428,0.001162,0.00072114,0.559825166339876,0.00106165800898359,998,1450,0.452905811623247,17.4532753622826,4.6,0.070293601116993,74.6277646061536,1.27282498747034,0.070293601116993
"252",287,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_W_29",29,"white","Non-Fiber","White",0,"0","0","17.347",7.525,3.391,"0","Y","SAD-DF-3-N_S0-0_W_29.SPA","Y",0.9,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",7525,3391,NA,75.25,3391,1733.125,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,752.5,7525,4138.75,1733.125,0.007525,0.003391,0.001733125,0.343093697179286,0.00353634581041078,998,1330,0.332665330661323,52.4541970736211,4.6,0.114021787358349,403.220470020246,1.1835710240547,0.114021787358349
"253",288,"Polyesters","sphere","POLYESTERS","sphere","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_W_34",34,"clear","Non-Fiber","Transparent",0,"0","0","0.003",0.289,0.021,"0.306","Y","SAD-DF-3-N_S0-0_W_34.SPA","Y",1,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",289,21,NA,104.04,21,62.52,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,173.4,289,231.2,62.52,0.000289,2.1e-05,6.252e-05,0.802528382209073,7.23955772966579e-05,998,1010,0.0120240480961924,0.355046530414003,6,0.00115390003166212,0.0835372589348107,8.55133880998243,0.00115390003166212
"254",289,"CA","fragment","CELLULOSE ACETATE","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_X_11",11,"red","Non-Fiber","Red",0,"0","0","0.355",0.814,0.639,"0","Y","SAD-DF-3-N_S0-0_X_11.SPA","Y",0.8,"CA","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Cellulose Derivatives (Ether Cellulose)","CELLULOSE ACETATE","plastic",814,639,NA,8.14,814,411.07,1.3e-09,1.27e-09,1.33e-09,1.28e-09,1.32e-09,81.4,814,447.7,411.07,0.000814,0.000639,0.00041107,0.569971514539579,0.000597971311603075,998,1300,0.302605210420842,8.59400268503481,4.6,0.0352430839509387,21.0743531350801,1.90553392693356,0.0352430839509387
"255",290,"CA","fragment","CELLULOSE ACETATE","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_X_14",14,"red","Non-Fiber","Red",0,"0","0","0.304",0.768,0.593,"0","Y","SAD-DF-3-N_S0-0_X_14.SPA","Y",0.8,"CA","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Cellulose Derivatives (Ether Cellulose)","CELLULOSE ACETATE","plastic",768,593,NA,7.68,768,387.84,1.3e-09,1.27e-09,1.33e-09,1.28e-09,1.32e-09,76.8,768,422.4,387.84,0.000768,0.000593,0.00038784,0.574704557869889,0.000561077479266212,998,1300,0.302605210420842,8.06376705664953,4.6,0.0336591224640291,18.8853755864301,1.96020460209251,0.0336591224640291
"256",291,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_X_18",18,"red","Non-Fiber","Red",0,"0","0","0.136",0.593,0.388,"0","Y","SAD-DF-3-N_S0-0_X_18.SPA","Y",0.9,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",593,388,NA,5.93,593,299.465,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,59.3,593,326.15,299.465,0.000593,0.000388,0.000299465,0.624313695353694,0.000409962528917374,998,1010,0.0120240480961924,2.01056167969232,4.6,0.00397337325693199,1.6289341487445,4.08398260314504,0.00397337325693199
"257",292,"CA","fragment","CELLULOSE ACETATE","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_X_19",19,"red","Non-Fiber","Red",0,"0","0","0.074",0.448,0.281,"0","Y","SAD-DF-3-N_S0-0_X_19.SPA","Y",0.8,"CA","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Cellulose Derivatives (Ether Cellulose)","CELLULOSE ACETATE","plastic",448,281,NA,4.48,448,226.24,1.3e-09,1.27e-09,1.33e-09,1.28e-09,1.32e-09,44.8,448,246.4,226.24,0.000448,0.000281,0.00022624,0.637642454950948,0.000305387489657563,998,1300,0.302605210420842,4.38900805969642,4.6,0.0220214069817075,6.72506219687118,2.49255793292913,0.0220214069817075
"258",293,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Y_3",3,"pink","Non-Fiber","Red",0,"0","0","0.106",0.724,0.392,"0","Y","SAD-DF-3-N_S0-0_Y_3.SPA","Y",1,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",724,392,NA,7.24,724,365.62,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,72.4,724,398.2,365.62,0.000724,0.000392,0.00036562,0.686305734512316,0.000469913792790052,998,1010,0.0120240480961924,2.30457809653373,4.6,0.00469080573067801,2.20427431214421,3.35878145909279,0.00469080573067801
"259",294,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Y_4",4,"gray","Non-Fiber","Black",0,"0","0","0.075",0.514,0.282,"0","Y","SAD-DF-3-N_S0-0_Y_4.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",514,282,NA,5.14,514,259.57,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,51.4,514,282.7,259.57,0.000514,0.000282,0.00025957,0.681786477878844,0.000335085453391498,998,1010,0.0120240480961924,1.64334524374801,4.6,0.00356480523015047,1.19451437679735,4.14707997707116,0.00356480523015047
"260",295,"polystyrene","fragment","POLYSTYRENE","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Y_5",5,"green","Non-Fiber","Green",0,"0","0","0.39",1.553,0.599,"0","Y","SAD-DF-3-N_S0-0_Y_5.SPA","Y",0.8,"polystyrene","Aline Carvalho","ATR","0","ATR","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1553,599,NA,15.53,599,307.265,1.05e-09,1.05e-09,1.05e-09,1.05e-09,1.05e-09,155.3,1553,854.15,307.265,0.001553,0.000599,0.000307265,0.318576659679789,0.00065872446056675,998,1050,0.0521042084168337,5.26685134115784,4.6,0.00934774765451113,6.15759003123195,5.13771934824753,0.00934774765451113
"261",296,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Y_27",27,"gray","Non-Fiber","Black",0,"squishy","done","0.234",0.814,0.445,"0","Y","SAD-DF-3-N_S0-0_Y_27.SPA","Y",0.9,"PP 14. Orange Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",814,445,NA,8.14,814,411.07,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,81.4,814,447.7,411.07,0.000814,0.000445,0.00041107,0.683004515753246,0.000530029529741884,998,1000,0.00200400801603218,1.4305055712371,4.6,0.00175762315055375,0.931592171951454,4.49734015067168,0.00175762315055375
"262",297,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Y_41",41,"gray","Non-Fiber","Black",0,"0","0","0.195",0.839,0.363,"0","Y","SAD-DF-3-N_S0-0_Y_41.SPA","Y",0.9,"PP 52. White Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",839,363,NA,8.39,363,185.695,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,83.9,839,461.45,185.695,0.000839,0.000363,0.000185695,0.336485161477845,0.000383845333660954,998,1000,0.00200400801603218,1.03596659711159,4.6,0.000887842905624883,0.340794356348094,12.7641296296542,0.000887842905624883
"263",298,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Z_11",11,"blue","Non-Fiber","Blue",0,"0","0","0.176",0.709,0.525,"0","Y","SAD-DF-3-N_S0-0_Z_11.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",709,525,NA,7.09,709,358.045,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,70.9,709,389.95,358.045,0.000709,0.000525,0.000358045,0.58686045230207,0.00051079627006245,998,1010,0.0120240480961924,2.50507627960388,4.6,0.00456500646223519,2.33178827372072,3.85499103779919,0.00456500646223519
"264",299,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_Z_46",46,"green","Non-Fiber","Green",0,"0","0","0.076",0.611,0.27,"0","Y","SAD-DF-3-N_S0-0_Z_46.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",611,270,NA,6.11,270,138.055,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,61.1,611,336.05,138.055,0.000611,0.00027,0.000138055,0.339898817040162,0.000283456033046188,998,1450,0.452905811623247,4.6599151101321,4.6,0.018117362979249,5.13547583935577,5.11577424900699,0.018117362979249
"265",300,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_AA_16",16,"gray","Non-Fiber","Black",0,"0","0","0.245",1.335,0.62,"0","Y","SAD-DF-3-N_S0_0_AA_16.SPA","Y",0.9,"Polyethylene, low Mw ~4,000 by GPC","NIST Chem Web Book","0","Reflectance","0","Polymer, Minerals, Organic Materials","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1335,620,NA,13.35,620,316.675,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,133.5,1335,734.25,316.675,0.001335,0.00062,0.000316675,0.348078582448014,0.00063997387385211,998,1010,0.0120240480961924,3.13859647165615,4.6,0.00399630377472276,2.55753000779914,6.30236725590778,0.00399630377472276
"266",301,"Polyesters","fragment","POLYESTERS","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_AA_18",18,"gray","Non-Fiber","Black",0,"0","0","0.583",1.192,0.835,"0","Y","SAD-DF-3-N_S0_0_AA_18.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1192,835,NA,11.92,1192,601.96,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,119.2,1192,655.6,601.96,0.001192,0.000835,0.00060196,0.603373549899698,0.000843030825248904,998,1010,0.0120240480961924,4.1344399853345,4.6,0.00693024903599563,5.84241356399582,2.76060468913337,0.00693024903599563
"267",302,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_AA_36",36,"gray","Non-Fiber","Black",0,"0","0","0.077",0.535,0.245,"0","Y","SAD-DF-3-N_S0_0_AA_36.SPA","Y",0.8,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",535,245,NA,5.35,245,125.175,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,53.5,535,294.25,125.175,0.000535,0.000245,0.000125175,0.345746400046545,0.000254104577625492,998,1010,0.0120240480961924,1.2461942015954,4.6,0.00190102097018408,0.483058130685828,11.0585229192152,0.00190102097018408
"268",303,"Polyesters","fragment","POLYESTERS","fragment","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_AB_1",1,"blue","Non-Fiber","Blue",0,"0","0","0.099",0.437,0.334,"0","Y","SAD-DF-3-N_S0_0_AB_1.SPA","Y",0.7,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",437,334,NA,4.37,437,220.685,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,43.7,437,240.35,220.685,0.000437,0.000334,0.000220685,0.577642133272614,0.000318175625302176,998,1010,0.0120240480961924,1.56041509777502,4.6,0.00309635793907357,0.985185623424088,5.21942950544885,0.00309635793907357
"269",304,"Polyamides (POLYLACTAMS)","film","POLYAMIDES (POLYLACTAMS)","film","SAD","Low Flow","X","combine RB-C-LB",NA,0.115,"DF-3","SAD-DF-3-N_S","SAD-DF-3","SAD-DF-3-N_S0-0_AB_13",13,"white","Non-Fiber","White",0,"0","done","0.043",0.457,0.169,"0","Y","SAD-DF-3-N_S0_0_AB_13.SPA","Y",0.7,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",457,169,NA,0.457,45.7,23.0785,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,45.7,457,251.35,23.0785,0.000457,0.000169,2.30785e-05,0.0830435919603703,0.000121246765277363,998,1150,0.152304609218437,1.38610941139543,4.35,0.00205040440326673,0.248604901406554,57.4528927057872,0.00205040440326673
"270",305,"PP","fragment","POLY(PROPYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_3",3,"black","Non-Fiber","Black",0,"0","done","0.228",0.814,0.5,"0","Y","SAD-SF-1-N-1_S1-1_A_3.SPA","Y",0.8,"PP 50. Green Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",814,500,NA,8.14,814,411.07,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,81.4,814,447.7,411.07,0.000814,5e-04,0.00041107,0.644345171472558,0.000551023427780453,998,1000,0.00200400801603218,1.48716635411986,4.6,0.00175080897604224,0.964736763367581,4.71193980244343,0.00175080897604224
"271",306,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_4",4,"clear","Non-Fiber","Transparent",0,"0","done","0.348",0.864,0.716,"0","Y","SAD-SF-1-N-1_S1-1_A_4.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",864,716,NA,8.64,864,436.32,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,86.4,864,475.2,436.32,0.000864,0.000716,0.00043632,0.554742881706894,0.000646264988304112,998,1010,0.0120240480961924,3.16944971493464,4.6,0.00532728415045084,3.44283722918379,3.58143730492567,0.00532728415045084
"272",307,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_5",5,"blue","Non-Fiber","Blue",0,"0","done","0.058",0.91,0.187,"0","Y","SAD-SF-1-N-1_S1-1_A_5.SPA","Y",0.7,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",910,187,NA,9.1,187,98.05,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,91,910,500.5,98.05,0.00091,0.000187,9.805e-05,0.237687366361019,0.000255530963372554,998,1330,0.332665330661323,3.79026040714022,4.6,0.0111803372483039,2.85692234788915,8.89506263878269,0.0111803372483039
"273",308,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_6",6,"white","Non-Fiber","White",0,"0","done","0.388",1.39,0.708,"0","Y","SAD-SF-1-N-1_S1-1_A_6.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1390,708,NA,13.9,1390,701.95,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,139,1390,764.5,701.95,0.00139,0.000708,0.00070195,0.707590753996435,0.000883998263921026,998,1010,0.0120240480961924,4.33535484096003,4.6,0.00792050250652903,7.00171046515379,2.21617672451634,0.00792050250652903
"274",309,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_14",14,"white","Non-Fiber","White",0,"0","done","0.687",1.596,0.69,"0","Y","SAD-SF-1-N-1_S1-1_A_14.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1596,690,NA,15.96,690,352.98,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,159.6,1596,877.8,352.98,0.001596,0.00069,0.00035298,0.336363691342977,0.000729811482690174,998,31,0.968937875751503,15.459626794861,5,0.0515007231966932,37.5858191557949,3.48728718346113,-0.0515007231966932
"275",310,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_20",20,"red","Non-Fiber","Red",0,"0","done","0.000197",2.318,0.381,"2.514","Y","SAD-SF-1-N-1_S1-1_A_20.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2318,381,NA,23.18,381,202.09,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,231.8,2318,1274.9,202.09,0.002318,0.000381,0.00020209,0.215043153555544,0.000563025083585765,998,1010,0.0120240480961924,2.76121981380219,4.6,0.00270184159602044,1.52120459043491,12.1301570957478,0.00270184159602044
"276",311,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_21",21,"gray","Non-Fiber","Black",0,"0","done","0.202",1.222,0.384,"0","Y","SAD-SF-1-N-1_S1-1_A_21.SPA","Y",1,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1222,384,NA,12.22,384,198.11,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,122.2,1222,672.1,198.11,0.001222,0.000384,0.00019811,0.289204590948818,0.000453004944953306,998,1010,0.0120240480961924,2.22165275797148,4.6,0.00271223789967548,1.22865718044276,9.68513839364848,0.00271223789967548
"277",312,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_23",23,"pink","Non-Fiber","Red",0,"0","done","0.058",0.42,0.276,"0","Y","SAD-SF-1-N-1_S1-1_A_23.SPA","Y",1,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",420,276,NA,4.2,420,212.1,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,42,420,231,212.1,0.00042,0.000276,0.0002121,0.622961894291401,0.000290781215080598,998,1010,0.0120240480961924,1.42606586450551,4.6,0.00301475679977397,0.87663464541077,5.03176359864193,0.00301475679977397
"278",313,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_50",50,"white","Non-Fiber","White",0,"0","done","0.401",0.973,0.676,"0","Y","SAD-SF-1-N-1_S1-1_A_50.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",973,676,NA,9.73,973,491.365,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,97.3,973,535.15,491.365,0.000973,0.000676,0.000491365,0.605863026926425,0.000686258786855462,998,1010,0.0120240480961924,3.36558958899831,4.6,0.00589301194153612,4.04413122592333,3.10793354983273,0.00589301194153612
"279",314,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_54",54,"white","Non-Fiber","White",0,"0","done","0.491",1.055,0.85,"0","Y","SAD-SF-1-N-1_S1-1_A_54.SPA","Y",0.9,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1055,850,NA,10.55,1055,532.775,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,105.5,1055,580.25,532.775,0.001055,0.00085,0.000532775,0.562610904099596,0.000781756932220767,998,1010,0.0120240480961924,3.83393705494895,4.6,0.00625611316993346,4.89075983935312,3.14138378143265,0.00625611316993346
"280",315,"PE","fragment","POLY(ETHYLENE)","fragment","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_71",71,"clear","Non-Fiber","Transparent",0,"0","done","0.312",1.151,0.556,"0","Y","SAD-SF-1-N-1_S1-1_A_71.SPA","Y",0.9,"ULDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1151,556,NA,11.51,556,283.755,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,115.1,1151,633.05,283.755,0.001151,0.000556,0.000283755,0.354705943226373,0.000566279986065607,998,1010,0.0120240480961924,2.77718269268868,4.6,0.0036649526304841,2.07538932452165,6.63060153658715,0.0036649526304841
"281",316,"polystyrene","foam","POLYSTYRENE","foam","SAD","Stormflow","1","RB","Outside Thalweg_1",0.31,"SF-1","SAD-SF-1-N-1","SAD-SF-1","SAD-SF-1-N-1_S1-1_A_72",72,"white","Non-Fiber","White",0,"0","done","0.887",1.338,1.071,"0","Y","SAD-SF-1-N-1_S1-1_A_72.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1338,1071,NA,13.38,1338,675.69,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,133.8,1338,735.9,675.69,0.001338,0.001071,0.00067569,0.564448988894857,0.000989306870755159,998,31,0.968937875751503,20.9565283230265,5,0.0714908838466133,70.7264225858135,2.45320233527217,-0.0714908838466133
